rawName,normalizedName,occurrences,unitExamples,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,candidateWeaponIds,suggestion
ISGaussRifle,isgaussrifle,27,Atlas AS7-K; Banshee BNC-5S; Banshee BNC-7S; Caesar CES-3R (Gertrude); Cataphract CTF-4L; Centurion CN9-YLW2 'Yen Lo Wang'; Highlander HGN-736; Hunchback HBK-5SG,matched,is_gauss_rifle,Gauss Rifle,Inner Sphere,is_gauss_rifle; clan_gauss_rifle,
AC/5,ac5,26,Clint CLNT-2-3T; Dragon DRG-1N; Zeus ZEU-6S; Dragon DRG-7N; Templar TLR1-O (Grayson); Marauder MAD-1R; Shadow Hawk SHD-2D2; Atlas AS7-A,matched,is_autocannon_5,Autocannon/5,Inner Sphere,is_autocannon_5,
ISStreakSRM2,isstreaksrm2,26,Atlas AS7-S; Awesome AWS-9M; Blackjack BJ-2; Commando COM-7S; Dervish DV-7D; Grasshopper GHR-5J; Grasshopper GHR-C; Javelin JVN-10P,matched,is_streak_srm_2,Streak SRM 2,Inner Sphere,is_streak_srm_2; clan_streak_srm_2,
Light AC/5,lightac5,26,Axman AXM-4D; Cataphract CTF-5D; Jackrabbit JKR-9W; Inquisitor II ITW-205; Shadow Hawk SHD-5R; BattleMaster BLR-6C; JagerMech JM7-DD; Mauler MAL-4R,matched,is_light_ac_5,Light AC/5,Inner Sphere,is_light_ac_5,
Streak LRM 5,streaklrm5,26,Morrigan 5; Ares ARS-V1C Aphrodite; Nobori-nin T; Crossbow G; Hankyu F; Hankyu T; Merlin C; Puma L,matched,clan_streak_lrm_5,Streak LRM 5,Clan,clan_streak_lrm_5,
ISHeavyPPC,isheavyppc,25,Annihilator ANH-4A; Catapult CPLT-K4; Charger CGR-KMZ; Cicada CDA-3P; Flashman FLS-9M; Guillotine GLT-6WB; King Crab KGC-008; Thug THG-13K,matched,is_heavy_ppc,Heavy PPC,Inner Sphere,is_heavy_ppc,
ER Flamer,erflamer,25,Barghest BGS-7S; Icestorm 2; Wyvern IIC 2; Templar TLR1-OH; Goshawk II 2; Cadaver CVR-T1; Huron Warrior HUR-WO-R5L; Venom SDR-9KE,ambiguous,,,,is_er_flamer; clan_er_flamer,
Autocannon/5,autocannon5,24,Banshee BNC-3E; Hermes II HER-2S; Hunchback HBK-4N; JagerMech JM6-S; Marauder MAD-3L; Marauder MAD-3M; Marauder MAD-3R; Rifleman RFL-3N,matched,is_autocannon_5,Autocannon/5,Inner Sphere,is_autocannon_5,
ISSmallPulseLaser,issmallpulselaser,24,Awesome AWS-9M; Cicada CDA-3M; Cicada CDA-3MA; Hunchback HBK-5M; Hunchback HBK-6N; UrbanMech UM-R63; UrbanMech UM-R68; UrbanMech UM-R69,matched,is_small_pulse_laser,Small Pulse Laser,Inner Sphere,is_small_pulse_laser; clan_small_pulse_laser,
ISRocketLauncher10,isrocketlauncher10,24,Charger CGR-2A2; Flea FLE-19; Vindicator VND-6L; Whitworth WTH-1H; Anubis ABS-3R; Thanatos TNS-4S (Felix); Cataphract CTF-5MOC (Naomi); Fafnir FNR-4A (Peter),matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,is_rocket_launcher_10,
MRM 20,mrm20,24,Cyclops CP-12-K; Orion ON1-MC; Daikyu DAI-03; Avatar AV1-OD; Firestarter FS9-OE; Bishamon BSN-3K; Helios HEL-4A; Hellspawn HSN-9F,matched,is_mrm_20,MRM 20,Inner Sphere,is_mrm_20,
ISLRM10,islrm10,23,Centurion CN9-D; Centurion CN9-D3; Centurion CN9-D3D; Centurion CN9-D9; Dervish DV-7D; Dragon DRG-5N; Exterminator EXT-4D; Grand Dragon DRG-C,matched,is_lrm_10,LRM 10,Inner Sphere,is_lrm_10; clan_lrm_10,
ISFlamer,isflamer,23,Commando COM-7B; Firestarter FS9-P; Firestarter FS9-S; Flea 'Fire Ant'; Flea FLE-17; Flea FLE-19; Hermes HER-1S; Hermes II HER-5S,matched,is_flamer,Flamer,Inner Sphere,is_flamer; clan_flamer,
Streak LRM 15,streaklrm15,23,Gravedigger GDR-1D; Jade Hawk JHK-04; Vulture Mk IV B; Balius E; Cougar X 2; Orion C; Shogun C 2; Vulture G,matched,clan_streak_lrm_15,Streak LRM 15,Clan,clan_streak_lrm_15,
Large Re-engineered Laser,largereengineeredlaser,23,Blackjack BJ-2r; Ebony MEB-13; Fennec FEC-5CM; Gallant GLT-10-0; Devastator DVS-10; Watchman WTC-4DM2; Sagittaire SGT-14D; Spider SDR-10K,matched,is_large_re-engineered_laser,Large Re-Engineered Laser,Inner Sphere,is_large_re-engineered_laser,
SRM 2 (I-OS),srm2ios,23,Havoc HVC-P7; Commando COM-9S; Crossbow T; Fujin RJN-301-F; Assassin ASN-109; Raven RVN-5L,matched,is_srm_2,SRM 2,Inner Sphere,is_srm_2; clan_srm_2,
Autocannon/20,autocannon20,22,Atlas AS7-D-DC; Banshee BNC-3Q; Centurion CN9-AH; Centurion CN9-YLW 'Yen Lo Wang'; Charger CGR-1A5; Highlander HGN-733C; King Crab KGC-0000; UrbanMech UM-R60L,matched,is_autocannon_20,Autocannon/20,Inner Sphere,is_autocannon_20,
AC/10,ac10,22,Cataphract CTF-1X; Clint CLNT-1-2R; Enforcer ENF-4R; Hatchetman HCT-3F; Orion ON1-K; UrbanMech UM-R60; Tempest TMP-3MA; Bushwacker BSW-X1,matched,is_autocannon_10,Autocannon/10,Inner Sphere,is_autocannon_10,
Light Machine Gun Array,lightmachinegunarray,22,Dasher K; Wolf Trap (Tora) WFT-2; Marshal MHL-6MC; Men Shen MS1-OE; Wyvern IIC 2; Malak C-MK-OA Dominus; Piranha 4; Goliath GOL-6H,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,is_machine_gun_array,
HAG/30,hag30,22,Gladiator P; Vulture E; Ha Otoko 2; Jupiter 3; Onager ; BattleMaster C; Marauder IIC 7; Rifleman IIC 6,matched,clan_hyper_assault_gauss_30,Hyper-Assault Gauss 30,Clan,clan_hyper_assault_gauss_30,
ISStreakSRM4,isstreaksrm4,22,Grasshopper GHR-6K; Highlander HGN-736; Highlander HGN-738; King Crab KGC-005; Panther PNT-12A; Panther PNT-16K; Stalker STK-7D; Victor VTR-10D,matched,is_streak_srm_4,Streak SRM 4,Inner Sphere,is_streak_srm_4; clan_streak_srm_4,
Machine Gun Array,machinegunarray,22,Lobo 3; Eyleuka EYL-4A; Pariah (Septicemia) C; Titan II TI-2PA; Piranha 4; Jaguar 2; Prey Seeker PY-SR30; Butcherbird A,matched,clan_machine_gun_array,Machine Gun Array,Clan,is_machine_gun_array; clan_machine_gun_array,
Medium VSP Laser,mediumvsplaser,22,Blue Flame BLF-40; Perseus P1E; Shadow Hawk SHD-8L; Yu Huang Y-H12GC; Sagittaire SGT-14D; Agrotera AGT-1A; Exterminator EXT-7X; Black Lanner I,matched,is_medium_vsp_laser,Medium VSP Laser,Inner Sphere,is_medium_vsp_laser,
ISSNPPC,issnppc,21,Banshee BNC-8S; Cicada CDA-3MA; Grand Dragon DRG-9KC; Hussar HSR-950-D; Javelin JVN-11F; Panther PNT-14S; Chimera CMA-2K; Gurkha GUR-8G,matched,is_snub_nose_ppc,Snub-Nose PPC,Inner Sphere,is_snub_nose_ppc,
ISBeagleActiveProbe,isbeagleactiveprobe,21,Black Knight BL-6b-KNT; Cicada CDA-3G; Firestarter FS9-S; Javelin JVN-11B; Raven RVN-4L; Raven RVN-SR 'Shattered Raven'; Raven RVN-SS 'Shattered Raven'; Bloodhound B1-HND,matched,is_beagle_active_probe,Beagle Active Probe,Inner Sphere,is_beagle_active_probe,
CLMediumPulseLaser,clmediumpulselaser,21,Champion C; Firefly C; Hoplite C; Imp C; Arcas 2; Arcas ; Pinion 2; Pinion ,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,clan_medium_pulse_laser; is_medium_pulse_laser,
HAG/40,hag40,20,Daishi D; Thunder Stallion 3; Burrock 2; Cygnus 2; Pariah (Septicemia) Prime; Marauder IIC 4; Mangonel MNL-4S; Cauldron-Born G,matched,clan_hyper_assault_gauss_40,Hyper-Assault Gauss 40,Clan,clan_hyper_assault_gauss_40,
M-Pod,mpod,19,Ronin SA-RN7; Neanderthal NTL-AG; Highlander HGN-740; Goliath GOL-7K; Dasher R; Battle Cobra BTL-C-2OJ; Jackalope JLP-BD-L 'Harvey',unmatched,,,,,"Add ""M-Pod"" as an altName to the correct weapon definition."
Light Auto Cannon/5,lightautocannon5,19,Brahma BRM-5A; Dragon DRG-5Nr; Enfield END-6Sr; Longbow LGB-13NAIS; Ostsol OTL-8D; Rifleman RFL-6D; Rifleman RFL-9T; Shadow Hawk SHD-9D,matched,is_light_ac_5,Light AC/5,Inner Sphere,is_light_ac_5,
ER Large Pulse Laser,erlargepulselaser,19,Parash 2; Warwolf B; Balius E; Cougar X 3; Thunderbolt IIC 2; Beowulf IIC IIC; Mad Cat Mk II Enhanced; Black Lanner G,matched,clan_large_er_pulse_laser,Large ER Pulse Laser,Clan,clan_large_er_pulse_laser,
ISAntiMissileSystem,isantimissilesystem,18,Atlas AS7-K; Bombardier BMB-05A; Bombardier BMB-12D; Exterminator EXT-4D; Falcon FLC-4P; Firefly FFL-4B; Firefly FFL-4C; Firefly FFL-4D,matched,is_anti_missile_system,Anti-Missile System,Inner Sphere,is_anti_missile_system; clan_anti_missile_system,
B-Pod,bpod,18,Dasher K; Shugenja SJA-8H; Vanquisher VQR-5V; Malak C-MK-OC Comminus; BattleMaster BLR-10S2; Goliath GOL-6H; Longbow LGB-13NAIS; Wolverine WVR-9K,matched,clan_b_pod,B-Pod,Clan,is_b_pod; clan_b_pod,
AC/20,ac20,17,Atlas AS7-D; Cyclops CP-10-Z; Hunchback HBK-4G; Victor VTR-9B; Axman AXM-1N; King Crab KGC-000; Thunder THR-1L; Avatar AV1-OA,matched,is_autocannon_20,Autocannon/20,Inner Sphere,is_autocannon_20,
Light TAG,lighttag,17,Koshi F; Mad Cat E; Crimson Langur D; Savage Coyote W; Parash 2; Koshi (Standard) 2; Koshi (Standard) 3; Koshi (Standard) ,matched,clan_light_tag,Light TAG,Clan,clan_light_tag,
LAC/5,lac5,17,Mauler MAL-1K; Avalanche AVL-1OC; Rokurokubi RK-4T; Malice MAL-XV; Gauntlet GTL-1OC; King Crab KGC-009; Carbine CON-9M-B ConstructionMech MOD; Inquisitor II ITW-200,matched,is_light_ac_5,Light AC/5,Inner Sphere,is_light_ac_5,
Streak LRM 10,streaklrm10,17,Warwolf A; Cougar X 3; Cougar X; Goshawk II 4; Strider SR1-OH; Coyotl D; Lupus D; Griffin C,matched,clan_streak_lrm_10,Streak LRM 10,Clan,clan_streak_lrm_10,
Fluid Gun,fluidgun,17,Gladiator GLD-9SF; Burrower DTM-1 MiningMech; St. Florian FLN-366 FireMech; Dig Lord RCL-4 MiningMech; Pompier GM-FL FireMech; Valiant VLT-3E,unmatched,,,,,"Possible altName ""Fluid Gun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
Autocannon/2,autocannon2,16,Blackjack BJ-1; Blackjack BJ-1DC; Clint CLNT-2-4T; Daboku DCMS-MX90-D; Dragon DRG-1C; JagerMech JM6-A; JagerMech JM6-S; Sentinel STN-1S,matched,is_autocannon_2,Autocannon/2,Inner Sphere,is_autocannon_2,
ISTAG,istag,16,Assassin ASN-99; Clint CLNT-5U; Hermes HER-3S2; Mercury MCY-104; Raven RVN-4L; Raven RVN-4LC; Raven RVN-SS 'Shattered Raven'; Hammer HMR-3P 'Pein-Hammer',matched,is_tag,TAG,Inner Sphere,is_tag; clan_tag,
ISStreakSRM6,isstreaksrm6,15,Charger CGR-SA5; Guillotine GLT-8D; Hatamoto-Chi HTM-28T; Highlander HGN-734; Kintaro KTO-K; Raven RVN-SS 'Shattered Raven'; Bloodhound B1-HND; Bloodhound B2-HND,matched,is_streak_srm_6,Streak SRM 6,Inner Sphere,is_streak_srm_6; clan_streak_srm_6,
CLHeavyMediumLaser,clheavymediumlaser,15,Burrock ; Hellfire 2; Hellfire ; Lobo ; Solitaire ; Spirit ; Solitaire 2; Mad Cat III 2 (MWDA),matched,clan_heavy_medium_laser,Heavy Medium Laser,Clan,clan_heavy_medium_laser,
Large VSP Laser,largevsplaser,15,Perseus P1E; Mortis MS-1P; Merlin MLN-1P; Sagittaire SGT-14R; Jinggau JN-G9CCr; Albatross ALB-5W; Albatross ALB-6U; Mauler MAL-3K,matched,is_large_vsp_pulse_laser,Large VSP Pulse Laser,Inner Sphere,is_large_vsp_pulse_laser,
ISLRM20,islrm20,14,Atlas AS7-K; Atlas AS7-S; Bombardier BMB-12D; Bombardier BMB-14C; Charger CGR-3K; Charger CGR-C; Highlander HGN-736; Imp IMP-4E,matched,is_lrm_20,LRM 20,Inner Sphere,is_lrm_20; clan_lrm_20,
ISLargePulseLaser,islargepulselaser,14,Black Knight BL-6b-KNT; Caesar CES-4S; Hermes II HER-5SA; Imp IMP-3E; King Crab KGC-001; Stalker STK-5S; Vulcan VT-5M; Wyvern WVE-9N,matched,is_large_pulse_laser,Large Pulse Laser,Inner Sphere,is_large_pulse_laser; is_large_xpulse_laser; clan_large_pulse_laser,
ISRotaryAC5,isrotaryac5,14,Centurion CN9-D5; JagerMech JM7-F; Sentinel STN-4D; UrbanMech UM-R70; Victor VTR-11D; Akuma AKU-2XK; Lao Hu LHU-3L; Vanquisher VQR-7V,matched,is_rotary_ac_5,Rotary AC/5,Inner Sphere,is_rotary_ac_5,
Magshot,magshot,14,Tsunami TS-P1D; Sentry SNT-W5; Cuirass CDR-2BC; Watchman WTC-4DM2; Locust LCT-7V; DemolitionMech WI-DMM MOD,unmatched,,,,,"Add ""Magshot"" as an altName to the correct weapon definition."
Large X-Pulse Laser,largexpulselaser,14,Brahma BRM-5B; Marauder II MAD-6M; Phoenix Hawk PXH-9; Ostsol OTL-8E; Ostsol OTL-8E3; Wraith TR5; Nightsky NGS-7S; Albatross ALB-5U,matched,is_large_xpulse_laser,Large X-Pulse Laser,Inner Sphere,is_large_xpulse_laser,
Rocket Launcher 20,rocketlauncher20,14,Archer ARC-6W; Marauder II MAD-4H; Corsair COR-7R,matched,is_rocket_launcher_20,Rocket Launcher 20,Inner Sphere,is_rocket_launcher_20,
Clan TAG,clantag,13,Dasher A; Koshi A; Uller C; Phantom Prime; Black Lanner A; Cauldron-Born B; Fire Falcon D; Icestorm ,matched,clan_tag,TAG,Clan,clan_tag; is_tag,
CLERLargeLaser,clerlargelaser,13,Falcon FLC-6C; Arcas ; Blood Kite Kite; Lobo ; Scylla ; Spirit ; Bowman 2; Black Hawk (Standard) 2,matched,clan_er_large_laser,ER Large Laser,Clan,clan_er_large_laser; is_er_large_laser,
Rocket Launcher 15,rocketlauncher15,13,Firestarter FS9-C; Marauder II MAD-4H; Ostroc OSR-4C; Stinger STG-5R; King Crab KGC-011,matched,is_rocket_launcher_15,Rocket Launcher 15,Inner Sphere,is_rocket_launcher_15,
MRM 40,mrm40,13,Avatar AV1-OR; O-Bakemono OBK-M11; O-Bakemono OBK-M12; Sunder SD1-OC; Black Watch BKW-7R; Akuma AKU-1XJ; Archangel C-ANG-OC Comminus; Seraph C-SRP-OC Comminus,matched,is_mrm_40,MRM 40,Inner Sphere,is_mrm_40,
Small VSP Laser,smallvsplaser,13,Cronus CNS-TD9; Kheper KHP-7R; Thunderbolt TDR-10M (Salazar); Thunderbolt TDR-12R; Cataphract CTF-5L; Jinggau JN-G9CCr,matched,is_small_vsp_laser,Small VSP Laser,Inner Sphere,is_small_vsp_laser,
Improved Heavy Gauss Rifle,improvedheavygaussrifle,13,Hauptmann HA1-OF; Loki G; Trebaruna TR-XH; Ares ARS-V1A Hera; Ares ARS-V1E Apollo; Barghest BGS-4T; Lightning LHN-C5; Regent C,matched,is_improved_heavy_gauss_rifle,Improved Heavy Gauss Rifle,Inner Sphere,is_improved_heavy_gauss_rifle,
ProtoMech AC/8,protomechac8,13,Reptar EPT-C-1 MilitiaMech; Man O' War T; Black Hawk G; Black Lanner J; Turkina T; Sojourner A; Rifleman IIC 10; Thor T,unmatched,,,,,"Possible altName ""ProtoMech AC/8"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
Improved Heavy Small Laser,improvedheavysmalllaser,13,Fire Falcon T; Kingfisher T; Grendel J; Grendel T; Pouncer X,matched,clan_improved_heavy_small_laser,Improved Heavy Small Laser,Clan,clan_improved_heavy_small_laser,
ISAC20,isac20,12,Atlas AS7-S; Cyclops CP-11-H; Hunchback HBK-5H; Hunchback HBK-5M; Hunchback HBK-5N; Hunchback HBK-6N; Argus AGS-6F; Dragoon AEM-02,matched,is_autocannon_20,Autocannon/20,Inner Sphere,is_autocannon_20,
ISUltraAC5,isultraac5,12,Cataphract CTF-3D; Cicada CDA-3M; Dragon DRG-5N; Hermes II HER-5S; Hermes II HER-5SA; JagerMech JM6-DD; Sentinel STN-3L; Sentinel STN-3M,matched,is_ultra_ac_5,Ultra AC/5,Inner Sphere,is_ultra_ac_5; clan_ultra_ac_5,
ISPlasmaRifle,isplasmarifle,12,Catapult CPLT-C6; Centurion CN9-D9; Clint CLNT-2-3UL; Vindicator VND-6L; Fafnir FNR-5WB; Lao Hu LHU-3L; Vanquisher VQR-7U; Cataphract CTF-5MOC (Naomi),matched,is_plasma_rifle,Plasma Rifle,Inner Sphere,is_plasma_rifle,
Heavy Gauss Rifle,heavygaussrifle,12,Highlander HGN-694; Victor VTR-10S; Hollander II BZK-F7; War Dog WR-DG-03FC; Barghest BGS-3T; Hauptmann HA1-OC; Vanquisher VQR-5V; Crusader CRD-8S,matched,is_heavy_gauss_rifle,Heavy Gauss Rifle,Inner Sphere,is_heavy_gauss_rifle,
Anti-BattleArmor Pods (B-Pods),antibattlearmorpodsbpods,12,Loki D; Pack Hunter II II; Goliath C; Hankyu E,unmatched,,,,,"Possible altName ""Anti-BattleArmor Pods (B-Pods)"" for: is_b_pod, clan_b_pod"
Heavy Flamer,heavyflamer,12,Crimson Hawk 4; Man O' War F; Pouncer F; Phantom F; Vulcan VT-7T; Mad Cat M; St. Florian FLN-366-M FireMech MOD; StrongArm SC CV-M ConstructionMech MOD,matched,is_heavy_flamer,Heavy Flamer,Inner Sphere,is_heavy_flamer; clan_heavy_flamer,
Medium Chem Laser,mediumchemlaser,12,Black Hawk T,unmatched,,,,,"Possible altName ""Medium Chem Laser"" for: is_er_medium_laser, clan_er_medium_laser, is_medium_laser, is_medium_pulse_laser, clan_medium_pulse_laser"
ISMachine Gun,ismachinegun,11,Bombardier BMB-14K; Flea 'Fire Ant'; Lancelot LNC25-05; Raven RVN-SR 'Shattered Raven'; Vulcan VT-5M; Vulcan VT-6M; Chimera CMA-1S; Razorback RZK-9S,matched,is_machine_gun,Machine Gun,Inner Sphere,is_machine_gun; clan_machine_gun,
ISMML7,ismml7,11,Bombardier BMB-14K; Exterminator EXT-5F; Thorn THE-N2; Whitworth WTH-K; Hellspawn HSN-10G; Legacy LGC-05; Osprey OSP-26 (Lawrence),matched,is_mml_7,MML 7,Inner Sphere,is_mml_7,
ISMML5,ismml5,11,Dervish DV-9D; Grand Dragon DRG-9KC; Jenner JR7-C2; Anubis ABS-4C; Razorback RZK-10S; Stiletto STO-4C; Thunderbolt TDR-10M (Ilyena),matched,is_mml_5,MML 5,Inner Sphere,is_mml_5,
MRM 30,mrm30,11,Hatchetman HCT-5K; Orion ON1-MC; Sunder SD1-OC; Shugenja SJA-7D; Shugenja SJA-8H; Akuma AKU-1X; Templar TLR1-OH; BattleMaster BLR-CM,matched,is_mrm_30,MRM 30,Inner Sphere,is_mrm_30,
CLERPPC,clerppc,11,Imp C; Arcas 2; Blood Kite 2; Scylla 3; Ryoken II (Tassa); Wakazashi ; Annihilator C 2,matched,clan_er_ppc,ER PPC,Clan,clan_er_ppc; is_er_ppc,
CLGaussRifle,clgaussrifle,11,Mad Cat Mk II 2; Wakazashi ; Annihilator C 'Gausszilla'; Annihilator C 2,matched,clan_gauss_rifle,Gauss Rifle,Clan,clan_gauss_rifle; is_gauss_rifle,
Extended LRM 15,extendedlrm15,11,Hatamoto-Godai HTM-30Z; Awesome AWS-11V; Salamander PPR-7T; Orion ON3-M; Pendragon PDG-1R; Archer ARC-9R; Orion C 2; Awesome AWS-11R,matched,is_elrm_15,Extended LRM 15,Inner Sphere,is_elrm_15,
ProtoMech AC/2,protomechac2,11,Kraken 6; Hankyu J,unmatched,,,,,"Possible altName ""ProtoMech AC/2"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
C3 Computer (Master),c3computermaster,10,Atlas AS7-CM; Lao Hu LHU-3B; Fennec FEC-1CM; BattleMaster BLR-CM; Pendragon PDG-3R; Ares ARS-V1C Aphrodite; Panther PNT-CM; Black Hawk-KU BHKU-O (Albert),unmatched,,,,is_c3_computer_master,"Possible altName ""C3 Computer (Master)"" for: is_c3_computer_master, is_flamer, clan_flamer, is_er_flamer, clan_er_flamer"
ISLBXAC20,islbxac20,10,Charger CGR-SA5; Highlander HGN-734; Hunchback HBK-5S; King Crab KGC-005; Zeus-X ZEU-9WD; Axman AXM-3S; Thanatos TNS-4T; Excalibur EXC-C1 (Cernunnos),matched,is_lb_20_x_ac,LB 20-X AC,Inner Sphere,is_lb_20_x_ac,
ISRocketLauncher15,isrocketlauncher15,10,Commando COM-4H; JagerMech JM6-H; Panther PNT-14S; Anubis ABS-3R; Brigand LDT-X2,matched,is_rocket_launcher_15,Rocket Launcher 15,Inner Sphere,is_rocket_launcher_15,
Heavy Machine Gun Array,heavymachinegunarray,10,Dragonfly F; Koshi G; Buccaneer BCN-5W; Locust IIC 6; Cougar F; Carbine CON-9M-JB ConstructionMech MOD,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,is_machine_gun_array,
CLERSmallLaser,clersmalllaser,10,Falcon FLC-6C; Firefly C; Hellfire 2; Annihilator C 2; Great Wyrm (Aemelia),matched,clan_er_small_laser,ER Small Laser,Clan,clan_er_small_laser; is_er_small_laser,
iNarc,inarc,10,Battle Cobra BTL-C-2OC; Tessen TSN-1Cr; Phoenix Hawk PXH-7CS; Scorpion SCP-12C; Kintaro KTO-22; Raijin RJN-301-B; Raven RVN-5L; Battle Cobra BTL-C-2OI,matched,is_improved_narc_launcher,Improved Narc Launcher,Inner Sphere,is_improved_narc_launcher,
TAG (Clan),tagclan,10,Hankyu Prime; Nobori-nin Prime; Mad Cat III (Eve); Coyotl D; Hellion P; Hankyu T; Hierofalcon Prime; Koshi N,matched,clan_tag,TAG,Clan,is_tag; clan_tag,
Medium VSP,mediumvsp,10,Barghest BGS-7S; Beowulf BEO-14; Cossack C-1FC; Eagle EGL-3M; Helios HEL-6X; Toyama TYM-1C,matched,is_medium_vsp_laser,Medium VSP Laser,Inner Sphere,is_medium_vsp_laser,
Thunderbolt 20,thunderbolt20,10,Seraph C-SRP-OE Eminus; Orochi OR-2I; Thunder Hawk TDK-7Z; Thunder Hawk TDK-7ZEM,matched,is_thunderbolt_20,Thunderbolt 20,Inner Sphere,is_thunderbolt_20,
ISLAC2,islac2,9,Annihilator ANH-3A; Annihilator ANH-4A; Hussar HSR-900-D; King Crab KGC-008,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
ISSRM2,issrm2,9,Assassin ASN-99; Firestarter FS9-P; Mongoose MON-69; Sentinel STN-3M; Sentinel STN-C; Lightray LGH-4Y; No-Dachi NDA-1K,matched,is_srm_2,SRM 2,Inner Sphere,is_srm_2; clan_srm_2,
ISRocketLauncher20,isrocketlauncher20,9,Bombardier BMB-05A; Catapult CPLT-H2; Cyclops CP-11-H; Hunchback HBK-5H,matched,is_rocket_launcher_20,Rocket Launcher 20,Inner Sphere,is_rocket_launcher_20,
CLHeavyLargeLaser,clheavylargelaser,9,Hellfire 2; Hellfire ; Pinion 2; Pinion ; Solitaire ; Pinion 3; Scylla 3; Solitaire 2,matched,clan_heavy_large_laser,Heavy Large Laser,Clan,clan_heavy_large_laser,
ER Small Pulse Laser,ersmallpulselaser,9,Vulture Mk IV Prime; Doloire DLR-OC; Nobori-nin I; Cauldron-Born X; Grendel J; Ryoken T; Ghost GST-10A 'Aurora',matched,clan_small_er_pulse_laser,Small ER Pulse Laser,Clan,clan_small_er_pulse_laser,
Streak LRM 20,streaklrm20,9,Deimos D; Boreas B; Amarok 2; Mastodon B; Mastodon Prime; Star Crusader Prime,matched,clan_streak_lrm_20,Streak LRM 20,Clan,clan_streak_lrm_20,
ISHeavyGaussRifle,isheavygaussrifle,8,Atlas AS7-S2; Banshee BNC-6S; Caesar CES-4S; Highlander HGN-738; Stalker STK-8S; Fafnir FNR-5; Fafnir FNR-4A (Peter),matched,is_heavy_gauss_rifle,Heavy Gauss Rifle,Inner Sphere,is_heavy_gauss_rifle,
ISMML9,ismml9,8,Charger CGR-KMZ; Hunchback HBK-5SS; Akuma AKU-2XK; Verfolger VR6-C; Grim Reaper GRM-R-PR62A,matched,is_mml_9,MML 9,Inner Sphere,is_mml_9,
ISNarcBeacon,isnarcbeacon,8,Kintaro KTO-19; Orion ON1-M; Raven RVN-4L; Raven RVN-4LC; Raven RVN-SR 'Shattered Raven'; Stalker STK-5M; Trebuchet TBT-7M; Jenner JR7-K (Grace II),matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,is_narc_missile_beacon,
ISMRM20,ismrm20,8,Trebuchet TBT-9K; Chimera CMA-1S; Chimera CMA-C; No-Dachi NDA-1K; Thanatos TNS-4S; Thanatos TNS-4T,matched,is_mrm_20,MRM 20,Inner Sphere,is_mrm_20,
Thunderbolt 15,thunderbolt15,8,Avatar AV1-OI; Deva C-DVA-OE Eminus; BattleMaster BLR-6M; Inferno INF-NOC; Battle Cobra BTL-C-2OH; Axman AXM-6X,matched,is_thunderbolt_15,Thunderbolt 15,Inner Sphere,is_thunderbolt_15,
CLStreakSRM4,clstreaksrm4,8,Arcas ; Spirit ; Mad Cat Mk II 2,matched,clan_streak_srm_4,Streak SRM 4,Clan,clan_streak_srm_4; is_streak_srm_4,
ISMediumVSPLaser,ismediumvsplaser,8,Legacy LGC-05; No-Dachi NDA-3S; Sagittaire SGT-10X,matched,is_medium_vsp_laser,Medium VSP Laser,Inner Sphere,is_medium_vsp_laser,
CLLRM20,cllrm20,7,Imp C; Scylla ; Bowman 2; Mad Cat III 2 (MWDA),matched,clan_lrm_20,LRM 20,Clan,clan_lrm_20; is_lrm_20,
ProtoMech AC/4,protomechac4,7,Stooping Hawk G; Uller T; Fire Falcon G; Grendel I; Phantom G,unmatched,,,,,"Possible altName ""ProtoMech AC/4"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
Silver Bullet Gauss Rifle,silverbulletgaussrifle,7,Carronade CRN-7M; Marauder MAD-9D; Orochi OR-3K; Rifleman RFL-7G; Huron Warrior HUR-WO-RX4,unmatched,,,,,"Possible altName ""Silver Bullet Gauss Rifle"" for: is_gauss_rifle, clan_gauss_rifle, is_light_gauss_rifle, is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle"
Light TAG [Clan],lighttagclan,7,Mad Cat (Bounty Hunter); Nobori-nin E; Stormwolf D; Stormwolf Prime; Hankyu F; Dragonfly R; OmniMarauder MAD-BR-OA,unmatched,,,,,"Possible altName ""Light TAG [Clan]"" for: clan_light_tag, is_tag, clan_tag, is_light_ac_2, is_light_ac_5"
