id,unitType,chassis,model,name,fileName,relativePath,mulId,tonnage,weightClass,bv,bvSource,costCBills,costSource,techBase,rulesLevel,year,era,role,source,walkMP,runMP,jumpMP,engineRating,engineType,gyroType,cockpitType,heatSinkCount,heatSinkType,armorType,structureType,armorPoints,armorTonnage,weaponCount,weaponSummary,warnings
meks-meks-tro-irregulars-buster-bc-xxi-m-haulermech-mod,meks,Buster,BC XXI-M HaulerMech MOD,Buster BC XXI-M HaulerMech MOD,Buster BC XXI-M HaulerMech MOD.mtf,meks/TRO Irregulars/Buster BC XXI-M HaulerMech MOD.mtf,7865,50,Medium,497,calculated,3093000,calculated,Inner Sphere,Standard,3059,Clan Invasion,Ambusher,TR:I,3,5,,150,Internal Combustion,Standard Gyro,Industrial Cockpit,7,Single,Heavy Industrial(Inner Sphere),IS Industrial,96,6,4,4x SRM 2,
meks-meks-rec-guides-ilclan-vol-11-butcherbird-ion-sparrow-a,meks,Butcherbird,A,Butcherbird A,Butcherbird (Ion Sparrow) A.mtf,meks/Rec Guides ilClan/Vol 11/Butcherbird (Ion Sparrow) A.mtf,7739,20,Light,408,calculated,3715250,calculated,Clan,Advanced,3147,Dark Age,Scout,RG11,8,12,8,160,XL Fusion,Standard Gyro,Small Cockpit,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,57,2.97,10,8x Machine Gun; 2x Machine Gun Array,
meks-meks-rec-guides-ilclan-vol-11-butcherbird-ion-sparrow-b,meks,Butcherbird,B,Butcherbird B,Butcherbird (Ion Sparrow) B.mtf,meks/Rec Guides ilClan/Vol 11/Butcherbird (Ion Sparrow) B.mtf,7740,20,Light,588,calculated,3591500,calculated,Clan,Standard,3147,Dark Age,Scout,RG11,8,12,8,160,XL Fusion,Standard Gyro,Small Cockpit,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,57,2.97,2,2x SRM 6,
meks-meks-rec-guides-ilclan-vol-11-butcherbird-ion-sparrow-c,meks,Butcherbird,C,Butcherbird C,Butcherbird (Ion Sparrow) C.mtf,meks/Rec Guides ilClan/Vol 11/Butcherbird (Ion Sparrow) C.mtf,7741,20,Light,837,calculated,3392750,calculated,Clan,Standard,3147,Dark Age,Scout,RG11,8,12,8,160,XL Fusion,Standard Gyro,Small Cockpit,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,57,2.97,6,6x ER Small Laser,
meks-meks-rec-guides-ilclan-vol-11-butcherbird-ion-sparrow-d,meks,Butcherbird,D,Butcherbird D,Butcherbird (Ion Sparrow) D.mtf,meks/Rec Guides ilClan/Vol 11/Butcherbird (Ion Sparrow) D.mtf,7742,20,Light,1057,calculated,3606500,calculated,Clan,Advanced,3147,Dark Age,Scout,RG11,8,12,8,160,XL Fusion,Standard Gyro,Small Cockpit,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,57,2.97,3,2x ER Medium Laser; Medium Pulse Laser,
meks-meks-rec-guides-ilclan-vol-11-butcherbird-ion-sparrow-prime,meks,Butcherbird,Prime,Butcherbird Prime,Butcherbird (Ion Sparrow) Prime.mtf,meks/Rec Guides ilClan/Vol 11/Butcherbird (Ion Sparrow) Prime.mtf,7738,20,Light,834,calculated,3906500,calculated,Clan,Standard,3147,Dark Age,Scout,RG11,8,12,8,160,XL Fusion,Standard Gyro,Small Cockpit,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,57,2.97,4,2x Improved Heavy Medium Laser; 2x AP Gauss Rifle,
meks-meks-3145-merc-cadaver-cvr-a1,meks,Cadaver,CVR-A1,Cadaver CVR-A1,Cadaver CVR-A1.mtf,meks/3145/Merc/Cadaver CVR-A1.mtf,6550,30,Light,920,calculated,7501390,calculated,Inner Sphere,Advanced,3094,Republic,Striker,TR:3145:Merc,8,12,,240,XL Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Inner Sphere),Endo Steel,105,5.86,4,2x ER Medium Laser; MRM 10; Flamer,
meks-meks-3145-merc-cadaver-cvr-t1,meks,Cadaver,CVR-T1,Cadaver CVR-T1,Cadaver CVR-T1.mtf,meks/3145/Merc/Cadaver CVR-T1.mtf,6551,30,Light,1233,calculated,8053078,calculated,Inner Sphere,Advanced,3097,Republic,Striker,TR:3145:Merc,8,16,,240,XL Fusion,Standard,Standard,10,Double,Reflective(Inner Sphere),Endo Steel,105,5.25,4,Rocket Launcher 10; Light PPC; ER Flamer; ER Medium Laser,
meks-meks-3050u-caesar-ces-3r,meks,Caesar,CES-3R,Caesar CES-3R,Caesar CES-3R.mtf,meks/3050U/Caesar CES-3R.mtf,455,70,Heavy,1578,calculated,13356673,calculated,Inner Sphere,Standard,3049,Succession Wars,Brawler,TR:3050,4,6,,280,XL Fusion,Standard,Standard,16,Double,Standard(Inner Sphere),IS Standard,168,10.5,6,4x Medium Pulse Laser; ER PPC; Gauss Rifle,
meks-meks-3050u-caesar-ces-3r-archangel,meks,Caesar,CES-3R 'Archangel',Caesar CES-3R 'Archangel',Caesar CES-3R Archangel.mtf,meks/3050U/Caesar CES-3R Archangel.mtf,3883,70,Heavy,2201,calculated,13485873,calculated,Mixed,Advanced,3057,Clan Invasion,Brawler,TR:3050,4,6,,280,XL Fusion,Standard,Standard,17,Double,Standard(Clan),IS Standard,184,11.5,7,5x Medium Pulse Laser; ER PPC; Gauss Rifle,
meks-meks-3050u-caesar-ces-3r-gertrude,meks,Caesar,CES-3R (Gertrude),Caesar CES-3R (Gertrude),Caesar CES-3R Gertrude.mtf,meks/3050U/Caesar CES-3R Gertrude.mtf,3884,70,Heavy,1833,calculated,14036673,calculated,Inner Sphere,Standard,3062,Civil War,Brawler,TR:3050,4,6,,280,XL Fusion,Standard,Standard,16,Double,Standard,Standard,168,10.5,10,ER PPC; 8x ER Medium Laser; Gauss Rifle,
meks-meks-3050u-caesar-ces-3s,meks,Caesar,CES-3S,Caesar CES-3S,Caesar CES-3S.mtf,meks/3050U/Caesar CES-3S.mtf,456,70,Heavy,1909,calculated,11460465,calculated,Inner Sphere,Standard,3067,Civil War,Brawler,TR:3050,4,6,,280,Light Fusion,Standard,Standard,12,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo Steel,217,12.79,5,2x Medium Pulse Laser; Heavy PPC; Gauss Rifle; ER Small Laser,
meks-meks-3050u-caesar-ces-4r,meks,Caesar,CES-4R,Caesar CES-4R,Caesar CES-4R.mtf,meks/3050U/Caesar CES-4R.mtf,457,70,Heavy,2024,calculated,15646573,calculated,Inner Sphere,Standard,3067,Civil War,Skirmisher,TR:3050,4,8,,280,XL Fusion,Standard,Standard,13,Double,Ferro-Fibrous(Inner Sphere),IS Standard,206,11.5,7,2x Medium Pulse Laser; Snub-Nose PPC; 3x ER Medium Laser; Gauss Rifle,
meks-meks-3050u-caesar-ces-4s,meks,Caesar,CES-4S,Caesar CES-4S,Caesar CES-4S.mtf,meks/3050U/Caesar CES-4S.mtf,458,70,Heavy,1750,calculated,11458340,calculated,Inner Sphere,Standard,3064,Civil War,Brawler,TR:3050,4,6,,280,Light Fusion,Standard,Standard,12,Double,Standard Armor,Endo Steel,192,12,6,Large Pulse Laser; 2x Medium Pulse Laser; Heavy Gauss Rifle; 2x ER Medium Laser,
meks-meks-3145-ntnu-rs-ntnu-caesar-ces-5d,meks,Caesar,CES-5D,Caesar CES-5D,Caesar CES-5D.mtf,meks/3145/NTNU RS/NTNU/Caesar CES-5D.mtf,7982,70,Heavy,2370,calculated,20170273,calculated,Mixed,Advanced,3148,Dark Age,,RS:3150,4,8,,280,XL Fusion,XL Gyro,Standard Cockpit,10,Double,Hardened(Inner Sphere),IS Endo Steel,208,13,4,2x Medium Pulse Laser; ER PPC; Hyper-Assault Gauss 20,
meks-meks-rec-guides-ilclan-vol-26-caesar-ces-5r,meks,Caesar,CES-5R,Caesar CES-5R,Caesar CES-5R.mtf,meks/Rec Guides ilClan/Vol 26/Caesar CES-5R.mtf,9321,70,Heavy,1656,calculated,14211773,calculated,Inner Sphere,Advanced,3148,Dark Age,Brawler,RG26,4,6,,280,XL Fusion,XL Gyro,Standard Cockpit,10,Double,Hardened(Inner Sphere),IS Endo Steel,208,13,6,4x ER Medium Laser; Gauss Rifle; Snub-Nose PPC,
meks-meks-3145-liao-calliope-cal-1maf,meks,Calliope,CAL-1MAF,Calliope CAL-1MAF,Calliope CAL-1MAF.mtf,meks/3145/Liao/Calliope CAL-1MAF.mtf,6457,40,Medium,1125,calculated,4039747,calculated,Inner Sphere,Standard,3127,Republic,Brawler,TR:3145:CC,5,8,,200,Standard Fusion,Compact Gyro,Standard Cockpit,10,Double,Ferro-Fibrous(Inner Sphere),IS Endo-Steel,125,6.98,2,Plasma Rifle; MML 9,
meks-meks-xtrs-royal-fantasy-calliope-cal-1mafsw-snow-white,meks,Calliope,CAL-1MAFSW 'Snow White',Calliope CAL-1MAFSW 'Snow White',Calliope CAL-1MAFSW _Snow White_.mtf,meks/XTRs/Royal Fantasy/Calliope CAL-1MAFSW _Snow White_.mtf,8368,40,Medium,1421,calculated,3703747,calculated,Mixed,Advanced,3127,Republic,Brawler,XTR:Royal Fantasy,5,8,,200,Standard Fusion,Standard,Standard,10,Laser,Ferro-Lamellor(Clan),IS Endo Steel,126,6.3,4,ER PPC; Improved Heavy Medium Laser; 2x Streak SRM 4,
meks-meks-3060u-canis-2,meks,Canis,2,Canis 2,Canis 2.mtf,meks/3060u/Canis 2.mtf,460,80,Assault,2822,calculated,15548400,calculated,Clan,Standard,3071,Jihad,Sniper,TR:3060,3,5,3,240,XL Fusion,Standard,Standard,16,Double,Standard(Clan),Endo Steel,240,15,5,2x Large Pulse Laser; 2x Hyper-Assault Gauss 20; ER Large Laser,
meks-meks-operation-klondike-carbine-con-1-constructionmech,meks,Carbine,CON-1 ConstructionMech,Carbine CON-1 ConstructionMech,Carbine CON-1 ConstructionMech.mtf,meks/Operation Klondike/Carbine CON-1 ConstructionMech.mtf,461,30,Light,194,calculated,1402700,calculated,Inner Sphere,Standard,2691,Star League,Ambusher,RS:OK,4,6,,120,Internal Combustion,Standard Gyro,Industrial Cockpit,,Single,Industrial(Inner Sphere),IS Industrial,32,2,,,Missing heat sink count
meks-meks-tro-vehicle-annex-carbine-con-7-constructionmech,meks,Carbine,CON-7 ConstructionMech,Carbine CON-7 ConstructionMech,Carbine CON-7 ConstructionMech.mtf,meks/TRO Vehicle Annex/Carbine CON-7 ConstructionMech.mtf,3894,30,Light,194,calculated,1402700,calculated,Inner Sphere,Standard,3028,Succession Wars,None,RS:VA,4,6,,120,Internal Combustion,Standard Gyro,Industrial Cockpit,,Single,Industrial (Inner Sphere),IS Industrial,32,2,,,Missing heat sink count
meks-meks-tro-vehicle-annex-carbine-con-8-constructionmech,meks,Carbine,CON-8 ConstructionMech,Carbine CON-8 ConstructionMech,Carbine CON-8 ConstructionMech.mtf,meks/TRO Vehicle Annex/Carbine CON-8 ConstructionMech.mtf,3895,30,Light,194,calculated,1961700,calculated,Inner Sphere,Standard,3066,Civil War,Ambusher,RS:VA,4,6,,120,Internal Combustion,Standard Gyro,Industrial Cockpit,,Single,Heavy Industrial(Inner Sphere),IS Industrial,32,2,,,Missing heat sink count
meks-meks-tro-vehicle-annex-carbine-con-8h-haulermech,meks,Carbine,CON-8H HaulerMech,Carbine CON-8H HaulerMech,Carbine CON-8H HaulerMech.mtf,meks/TRO Vehicle Annex/Carbine CON-8H HaulerMech.mtf,7162,30,Light,194,calculated,1961700,calculated,Inner Sphere,Standard,3070,Jihad,Ambusher,TR:VAr,4,6,,120,Internal Combustion,Standard Gyro,Industrial Cockpit,,Single,Heavy Industrial(Inner Sphere),IS Industrial,32,2,,,Missing heat sink count
meks-meks-tro-vehicle-annex-carbine-con-9-constructionmech,meks,Carbine,CON-9 ConstructionMech,Carbine CON-9 ConstructionMech,Carbine CON-9 ConstructionMech.mtf,meks/TRO Vehicle Annex/Carbine CON-9 ConstructionMech.mtf,7163,30,Light,242,calculated,1428700,calculated,Inner Sphere,Standard,3071,Jihad,Ambusher,RS:VA,4,6,,120,Internal Combustion,Standard Gyro,Industrial Cockpit,,Single,Standard(IS/Clan),IS Industrial,48,3,,,Missing heat sink count
meks-meks-tro-irregulars-carbine-con-9m-karenna,meks,Carbine,CON-9M (Karenna),Carbine CON-9M (Karenna),Carbine CON-9M Karenna.mtf,meks/TRO Irregulars/Carbine CON-9M Karenna.mtf,7851,30,Light,280,calculated,1216800,calculated,Inner Sphere,Standard,3131,Dark Age,,TR:I,3,5,,90,Internal Combustion,Standard,Standard,1,Single,Heavy Industrial(Inner Sphere),IS Industrial,48,3,1,Light AC/5,
meks-meks-tro-vehicle-annex-carbine-con-9m-constructionmech-mod,meks,Carbine,CON-9M ConstructionMech MOD,Carbine CON-9M ConstructionMech MOD,Carbine CON-9M ConstructionMech MOD.mtf,meks/TRO Vehicle Annex/Carbine CON-9M ConstructionMech MOD.mtf,7164,30,Light,289,calculated,1158300,calculated,Inner Sphere,Standard,3078,Jihad,Missile Boat,RS:VA,3,5,,90,Internal Combustion,Standard,Standard,1,Single,Standard(IS/Clan),IS Industrial,40,2.5,3,LRM 10; 2x Machine Gun,
meks-meks-tro-vehicle-annex-carbine-con-9m-b-constructionmech-mod,meks,Carbine,CON-9M-B ConstructionMech MOD,Carbine CON-9M-B ConstructionMech MOD,Carbine CON-9M-B ConstructionMech MOD.mtf,meks/TRO Vehicle Annex/Carbine CON-9M-B ConstructionMech MOD.mtf,7165,30,Light,293,calculated,1626300,calculated,Inner Sphere,Standard,3078,Jihad,Ambusher,RS:VA,4,6,,120,Internal Combustion,Standard,Standard,1,Single,Standard(IS/Clan),IS Industrial,48,3,1,Light AC/5,
meks-meks-tro-irregulars-carbine-con-9m-j-constructionmech-mod,meks,Carbine,CON-9M-J ConstructionMech MOD,Carbine CON-9M-J ConstructionMech MOD,Carbine CON-9M-J ConstructionMech MOD.mtf,meks/TRO Irregulars/Carbine CON-9M-J ConstructionMech MOD.mtf,7849,30,Light,271,calculated,1186900,calculated,Inner Sphere,Standard,3145,Dark Age,Ambusher,TR:I,3,5,,90,Internal Combustion,Standard,Standard,2,Single,Heavy Industrial(Inner Sphere),IS Industrial,40,2.5,4,2x Machine Gun; 2x SRM 4,
meks-meks-tro-irregulars-carbine-con-9m-jb-constructionmech-mod,meks,Carbine,CON-9M-JB ConstructionMech MOD,Carbine CON-9M-JB ConstructionMech MOD,Carbine CON-9M-JB ConstructionMech MOD.mtf,meks/TRO Irregulars/Carbine CON-9M-JB ConstructionMech MOD.mtf,7850,30,Light,280,calculated,1491945,calculated,Inner Sphere,Standard,3145,Dark Age,Ambusher,TR:I,5,8,,150,Internal Combustion,Standard,Standard,,Single,Heavy Industrial(Inner Sphere),IS Industrial,48,3,5,4x Heavy Machine Gun; Machine Gun Array,Missing heat sink count
meks-meks-rec-guides-ilclan-vol-12-carrion-crow-a,meks,Carrion Crow,A,Carrion Crow A,Carrion Crow A.mtf,meks/Rec Guides ilClan/Vol 12/Carrion Crow A.mtf,7776,40,Medium,1659,calculated,9372329,calculated,Clan,Standard,3145,Dark Age,Striker,RG12,7,11,,280,XL Fusion,Standard,Standard,10,Double,Ferro-Lamellor(Clan),Clan Endo Steel,133,6.65,3,Hyper-Assault Gauss 20; Improved Heavy Medium Laser; ER Small Laser,
meks-meks-rec-guides-ilclan-vol-12-carrion-crow-b,meks,Carrion Crow,B,Carrion Crow B,Carrion Crow B.mtf,meks/Rec Guides ilClan/Vol 12/Carrion Crow B.mtf,7777,40,Medium,2083,calculated,15355492,calculated,Clan,Standard,3145,Dark Age,Sniper,RG12,7,14,,280,XL Fusion,Standard,Standard,10,Double,Ferro-Lamellor(Clan),Clan Endo Steel,133,6.65,3,ER Large Laser; Improved Heavy Medium Laser; ATM 9,
meks-meks-rec-guides-ilclan-vol-12-carrion-crow-c,meks,Carrion Crow,C,Carrion Crow C,Carrion Crow C.mtf,meks/Rec Guides ilClan/Vol 12/Carrion Crow C.mtf,7778,40,Medium,1805,calculated,10154492,calculated,Clan,Standard,3145,Dark Age,Striker,RG12,7,11,6,280,XL Fusion,Standard,Standard,10,Double,Ferro-Lamellor(Clan),Clan Endo Steel,133,6.65,4,2x Medium ER Pulse Laser; 2x Streak SRM 6,
meks-meks-rec-guides-ilclan-vol-12-carrion-crow-d,meks,Carrion Crow,D,Carrion Crow D,Carrion Crow D.mtf,meks/Rec Guides ilClan/Vol 12/Carrion Crow D.mtf,7779,40,Medium,1930,calculated,10196142,calculated,Clan,Standard,3145,Dark Age,Striker,RG12,7,11,7,280,XL Fusion,Standard,Standard,10,Double,Ferro-Lamellor(Clan),Clan Endo Steel,133,6.65,5,2x AP Gauss Rifle; ER Large Laser; Improved Heavy Medium Laser; Streak SRM 6,
meks-meks-rec-guides-ilclan-vol-12-carrion-crow-prime,meks,Carrion Crow,Prime,Carrion Crow Prime,Carrion Crow Prime.mtf,meks/Rec Guides ilClan/Vol 12/Carrion Crow Prime.mtf,7775,40,Medium,2137,calculated,14576829,calculated,Clan,Standard,3145,Dark Age,Striker,RG12,7,14,,280,XL Fusion,Standard,Standard,14,Double,Ferro-Lamellor(Clan),Clan Endo Steel,133,6.65,4,ER PPC; 2x Improved Heavy Medium Laser; ER Small Laser,
meks-meks-3145-marik-carronade-crn-7m,meks,Carronade,CRN-7M,Carronade CRN-7M,Carronade CRN-7M.mtf,meks/3145/Marik/Carronade CRN-7M.mtf,6512,70,Heavy,1602,calculated,13489273,calculated,Inner Sphere,Standard,3102,Republic,Sniper,TR:3145:FWL,4,6,,280,XL Fusion,Standard,Standard,10,Double,Standard(Inner Sphere),IS Endo Steel,216,13.5,5,Gauss Rifle; 3x ER Medium Laser; Silver Bullet Gauss Rifle,
meks-meks-xtrs-succession-wars-cataphract-ctf-0x,meks,Cataphract,CTF-0X,Cataphract CTF-0X,Cataphract CTF-0X.mtf,meks/XTRs/Succession Wars/Cataphract CTF-0X.mtf,5795,70,Heavy,1212,calculated,5717553,calculated,Inner Sphere,Advanced,3025,Succession Wars,Sniper,XTR:SW,4,6,,280,Standard Fusion,Standard,Standard,14,Single,Standard(Inner Sphere),IS Standard,176,11,4,2x Medium Laser; PPC; Autocannon/5,
meks-meks-3039u-cataphract-ctf-1x,meks,Cataphract,CTF-1X,Cataphract CTF-1X,Cataphract CTF-1X.mtf,meks/3039u/Cataphract CTF-1X.mtf,466,70,Heavy,1316,calculated,5987853,calculated,Inner Sphere,Introductory,3025,Succession Wars,Brawler,TR:3039,4,6,,280,Standard Fusion,Standard,Standard,16,Single,Standard(Inner Sphere),IS Standard,176,11,6,4x Medium Laser; PPC; Autocannon/10,
meks-meks-3039u-cataphract-ctf-2x,meks,Cataphract,CTF-2X,Cataphract CTF-2X,Cataphract CTF-2X.mtf,meks/3039u/Cataphract CTF-2X.mtf,467,70,Heavy,1344,calculated,5811053,calculated,Inner Sphere,Introductory,3027,Succession Wars,Brawler,TR:3039,4,6,,280,Standard Fusion,Standard,Standard,14,Single,Standard(Inner Sphere),Standard,208,13,5,Large Laser; SRM 4; 2x Medium Laser; Autocannon/10,
meks-meks-3050u-cataphract-ctf-3d,meks,Cataphract,CTF-3D,Cataphract CTF-3D,Cataphract CTF-3D.mtf,meks/3050U/Cataphract CTF-3D.mtf,469,70,Heavy,1388,calculated,13542653,calculated,Inner Sphere,Standard,3050,Clan Invasion,Sniper,TR:3050,4,6,4,280,XL Fusion,Standard,Standard,16,Single,Standard Armor,Standard,176,11,6,LB 10-X AC; Ultra AC/5; 4x Medium Laser,
meks-meks-3050u-cataphract-ctf-3l,meks,Cataphract,CTF-3L,Cataphract CTF-3L,Cataphract CTF-3L.mtf,meks/3050U/Cataphract CTF-3L.mtf,470,70,Heavy,1610,calculated,15338703,calculated,Inner Sphere,Standard,3050,Clan Invasion,Sniper,TR:3050,4,8,,280,XL Fusion,Standard,Standard,16,Double,Standard Armor,Standard,176,11,6,LB 10-X AC; ER PPC; 4x Medium Pulse Laser,
meks-meks-3050u-cataphract-ctf-3ll,meks,Cataphract,CTF-3LL,Cataphract CTF-3LL,Cataphract CTF-3LL.mtf,meks/3050U/Cataphract CTF-3LL.mtf,471,70,Heavy,1664,calculated,15338703,calculated,Inner Sphere,Standard,3068,Jihad,Skirmisher,TR:3050,4,8,,280,XL Fusion,Standard,Standard,16,Double,Standard(Inner Sphere),IS Standard,176,11,6,2x ER Medium Laser; Plasma Rifle; 2x Medium Pulse Laser; LB 10-X AC,
meks-meks-starterpack-sword-and-dragon-cataphract-ctf-3x-sara,meks,Cataphract,CTF-3X (Sara),Cataphract CTF-3X (Sara),Cataphract CTF-3X Sara.mtf,meks/Starterpack Sword and Dragon/Cataphract CTF-3X Sara.mtf,472,70,Heavy,1734,calculated,6781753,calculated,Inner Sphere,Standard,3062,Civil War,Brawler,SB:S&D,4,6,,280,Standard Fusion,Standard,Standard,14,Double,Ferro-Fibrous,Standard,215,12,5,ER Large Laser; Streak SRM 4; 2x ER Medium Laser; Rotary AC/5,
meks-meks-3050u-cataphract-ctf-4l,meks,Cataphract,CTF-4L,Cataphract CTF-4L,Cataphract CTF-4L.mtf,meks/3050U/Cataphract CTF-4L.mtf,473,70,Heavy,2070,calculated,7952883,calculated,Inner Sphere,Standard,3067,Civil War,Sniper,TR:3050,4,6,,280,Standard Fusion,Standard,Standard,13,Double,Stealth Armor,Endo Steel,216,13.5,5,ER PPC; 2x ER Medium Laser; Gauss Rifle; Guardian ECM Suite,
meks-meks-3050u-cataphract-ctf-4x,meks,Cataphract,CTF-4X,Cataphract CTF-4X,Cataphract CTF-4X.mtf,meks/3050U/Cataphract CTF-4X.mtf,474,70,Heavy,1216,calculated,5177520,calculated,Inner Sphere,Introductory,3029,Succession Wars,Sniper,TR:3050,3,5,,210,Standard Fusion,Standard,Standard,16,Single,Standard,Standard,217,13.56,4,2x Autocannon/5; Large Laser; LRM 5,
meks-meks-3050u-cataphract-ctf-5d,meks,Cataphract,CTF-5D,Cataphract CTF-5D,Cataphract CTF-5D.mtf,meks/3050U/Cataphract CTF-5D.mtf,475,70,Heavy,1742,calculated,13927420,calculated,Inner Sphere,Standard,3070,Jihad,Skirmisher,TR:3050,4,6,6,280,Light Fusion,Standard Gyro,Small Cockpit,14,Double,Stealth(Inner Sphere),IS Standard,192,12,4,Light AC/5; 2x ER Medium Laser; Plasma Rifle,
meks-meks-rec-guides-ilclan-vol-6-cataphract-ctf-5l,meks,Cataphract,CTF-5L,Cataphract CTF-5L,Cataphract CTF-5L.mtf,meks/Rec Guides ilClan/Vol 6/Cataphract CTF-5L.mtf,7527,70,Heavy,2090,calculated,7609653,calculated,Inner Sphere,Advanced,3132,Dark Age,Sniper,RG06,4,6,,280,Standard Fusion,XL Gyro,Standard Cockpit,12,Double,Reflective(Inner Sphere),IS Endo Steel,216,10.8,6,2x Small VSP Laser; ER PPC; 2x Medium Laser; Gauss Rifle,
meks-meks-rec-guides-ilclan-vol-6-cataphract-ctf-5ll,meks,Cataphract,CTF-5LL,Cataphract CTF-5LL,Cataphract CTF-5LL.mtf,meks/Rec Guides ilClan/Vol 6/Cataphract CTF-5LL.mtf,9407,70,Heavy,2322,calculated,7902053,calculated,Inner Sphere,Advanced,3135,Dark Age,Sniper,RG06,4,6,4,280,Standard Fusion,XL Gyro,Standard Cockpit,10,Double,Reflective(Inner Sphere),IS Endo Steel,216,10.8,6,4x Medium Laser; ER PPC; Gauss Rifle,
meks-meks-turning-points-jtp-sian-cataphract-ctf-5moc-naomi,meks,Cataphract,CTF-5MOC (Naomi),Cataphract CTF-5MOC (Naomi),Cataphract CTF-5MOC Naomi.mtf,meks/Turning Points/JTP Sian/Cataphract CTF-5MOC Naomi.mtf,476,70,Heavy,2147,calculated,16263928,calculated,Inner Sphere,Standard,3067,Civil War,Brawler,JTP:Sian,4,6,4,280,XL Fusion,Compact Gyro,Standard,15,Double,Stealth Armor,Standard,216,13.5,10,Plasma Rifle; ER Medium Laser; ER Small Laser; Medium Pulse Laser; Heavy PPC; 4x Rocket Launcher 10; Guardian ECM Suite,
meks-meks-3039u-catapult-cplt-a1,meks,Catapult,CPLT-A1,Catapult CPLT-A1,Catapult CPLT-A1.mtf,meks/3039u/Catapult CPLT-A1.mtf,477,65,Heavy,1285,calculated,5460125,calculated,Inner Sphere,Introductory,2563,Star League,Missile Boat,TR:3039,4,6,4,260,Standard Fusion,Standard,Standard,15,Single,Standard(Inner Sphere),Standard,192,12,2,2x LRM 15,
meks-meks-3039u-catapult-cplt-c1,meks,Catapult,CPLT-C1,Catapult CPLT-C1,Catapult CPLT-C1.mtf,meks/3039u/Catapult CPLT-C1.mtf,478,65,Heavy,1399,calculated,5691125,calculated,Inner Sphere,Introductory,2561,Star League,Missile Boat,TR:3039,4,6,4,260,Standard Fusion,Standard,Standard,15,Single,Standard(Inner Sphere),Standard,160,10,6,4x Medium Laser; 2x LRM 15,
meks-meks-3039u-catapult-cplt-c1-jenny,meks,Catapult,CPLT-C1 (Jenny) 'Butterbee',Catapult CPLT-C1 (Jenny) 'Butterbee',Catapult CPLT-C1 Jenny.mtf,meks/3039u/Catapult CPLT-C1 Jenny.mtf,479,65,Heavy,1242,calculated,5641625,calculated,Inner Sphere,Introductory,3027,Succession Wars,Skirmisher,TR:3039,4,6,4,260,Standard Fusion,Standard,Standard,15,Single,Standard(Inner Sphere),Standard,160,10,8,4x Medium Laser; 4x SRM 6,
meks-meks-3039u-catapult-cplt-c1b,meks,Catapult,CPLT-C1b,Catapult CPLT-C1b,Catapult CPLT-C1b.mtf,meks/3039u/Catapult CPLT-C1b.mtf,480,65,Heavy,1570,calculated,6123425,calculated,Inner Sphere,Standard,2688,Star League,Missile Boat,TR:3039,4,6,4,260,Standard Fusion,Standard,Standard,12,Double,Ferro-Fibrous(Inner Sphere),Standard,179,9.99,6,4x Medium Laser; 2x LRM 15,
meks-meks-3050u-catapult-cplt-c2,meks,Catapult,CPLT-C2,Catapult CPLT-C2,Catapult CPLT-C2.mtf,meks/3050U/Catapult CPLT-C2.mtf,5452,65,Heavy,1346,calculated,12065075,calculated,Inner Sphere,Standard,3062,Civil War,Missile Boat,TR:3050,4,6,4,260,XL Fusion,Standard,Standard,10,Double,Standard Armor,Endo Steel,184,11.5,4,2x LRM 15; 2x LB 2-X AC,
meks-meks-3050u-catapult-cplt-c3,meks,Catapult,CPLT-C3,Catapult CPLT-C3,Catapult CPLT-C3.mtf,meks/3050U/Catapult CPLT-C3.mtf,481,65,Heavy,1343,calculated,5856125,calculated,Inner Sphere,Advanced,3049,Succession Wars,Missile Boat,TR:3050,4,6,4,260,Standard Fusion,Standard,Standard,15,Single,Standard Armor,Standard,160,10,5,Arrow IV; 4x Medium Laser,
meks-meks-3039u-catapult-cplt-c4,meks,Catapult,CPLT-C4,Catapult CPLT-C4,Catapult CPLT-C4.mtf,meks/3039u/Catapult CPLT-C4.mtf,482,65,Heavy,1358,calculated,5695250,calculated,Inner Sphere,Introductory,2565,Star League,Missile Boat,TR:3039,4,6,4,260,Standard Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),Standard,160,10,4,2x LRM 20; 2x Small Laser,
meks-meks-3050u-catapult-cplt-c4c,meks,Catapult,CPLT-C4C,Catapult CPLT-C4C,Catapult CPLT-C4C.mtf,meks/3050U/Catapult CPLT-C4C.mtf,5453,65,Heavy,1449,calculated,11855525,calculated,Inner Sphere,Standard,3055,Clan Invasion,Missile Boat,TR:3050,4,6,4,260,XL Fusion,Standard,Standard,10,Double,Standard(Inner Sphere),IS Standard,160,10,4,Small Pulse Laser; Large Laser; 2x LRM 20,
